timestamp, hit_frequency, miss_frequency
0, 0.000000, 0.000000
1, 0.000000, 0.000000
2, 0.000000, 0.000000
3, 0.000000, 0.000000
4, 0.000000, 0.000000
5, 0.000000, 0.000000
6, 0.000000, 0.000000
7, 0.000000, 0.000000
8, 0.000000, 0.000000
9, 0.000000, 0.000000
10, 0.000000, 0.000000
11, 0.000000, 0.000000
12, 0.000000, 0.000000
13, 0.000000, 0.000000
14, 0.000000, 0.000000
15, 0.000000, 0.000000
16, 0.000000, 0.000000
17, 0.000000, 0.000000
18, 0.000000, 0.000000
19, 0.000000, 0.000000
20, 0.000000, 0.000000
21, 0.000000, 0.000000
22, 0.000000, 0.000000
23, 0.000000, 0.000000
24, 0.000000, 0.000000
25, 0.000000, 0.000000
26, 0.000000, 0.000000
27, 0.000000, 0.000000
28, 0.000000, 0.000000
29, 0.000000, 0.000000
30, 0.000000, 0.000000
31, 0.000000, 0.000000
32, 0.000000, 0.000000
33, 0.000000, 0.000000
34, 0.000000, 0.000000
35, 0.000000, 0.000000
36, 0.000000, 0.000000
37, 0.000000, 0.000000
38, 0.000000, 0.000000
39, 0.000000, 0.000000
40, 0.000000, 0.000000
41, 0.000000, 0.000000
42, 0.000000, 0.000000
43, 0.000000, 0.000000
44, 0.000000, 0.000000
45, 0.000000, 0.000000
46, 0.000000, 0.000000
47, 0.000000, 0.000000
48, 0.000000, 0.000000
49, 0.000000, 0.000000
50, 0.000000, 0.000000
51, 0.000000, 0.000000
52, 0.000000, 0.000000
53, 0.000000, 0.000000
54, 0.000000, 0.000000
55, 0.000000, 0.000000
56, 0.000000, 0.000000
57, 0.000000, 0.000000
58, 0.000000, 0.000000
59, 0.000000, 0.000000
60, 0.000000, 0.000000
61, 0.000000, 0.000000
62, 0.000000, 0.000000
63, 0.000000, 0.000000
64, 0.000005, 0.000000
65, 0.000000, 0.000000
66, 0.001044, 0.000000
67, 0.000000, 0.000000
68, 0.007805, 0.000000
69, 0.000000, 0.000000
70, 0.024980, 0.000000
71, 0.000000, 0.000000
72, 0.033579, 0.000000
73, 0.000000, 0.000000
74, 0.024038, 0.000000
75, 0.000000, 0.000000
76, 0.024117, 0.000000
77, 0.000000, 0.000000
78, 0.041907, 0.000000
79, 0.000000, 0.000000
80, 0.135462, 0.000000
81, 0.000000, 0.000000
82, 0.305817, 0.000000
83, 0.000000, 0.000000
84, 0.217559, 0.000000
85, 0.000000, 0.000000
86, 0.133835, 0.000000
87, 0.000000, 0.000000
88, 0.041193, 0.000000
89, 0.000000, 0.000000
90, 0.003556, 0.000000
91, 0.000000, 0.000000
92, 0.000924, 0.000000
93, 0.000000, 0.000000
94, 0.000651, 0.000000
95, 0.000000, 0.000000
96, 0.000458, 0.000000
97, 0.000000, 0.000000
98, 0.000291, 0.000000
99, 0.000000, 0.000000
100, 0.000180, 0.000000
101, 0.000000, 0.000000
102, 0.000103, 0.000000
103, 0.000000, 0.000000
104, 0.000076, 0.000000
105, 0.000000, 0.000000
106, 0.000044, 0.000000
107, 0.000000, 0.000000
108, 0.000035, 0.000000
109, 0.000000, 0.000000
110, 0.000018, 0.000000
111, 0.000000, 0.000000
112, 0.000012, 0.000000
113, 0.000000, 0.000000
114, 0.000009, 0.000000
115, 0.000000, 0.000000
116, 0.000006, 0.000000
117, 0.000000, 0.000000
118, 0.000004, 0.000000
119, 0.000000, 0.000000
120, 0.000003, 0.000000
121, 0.000000, 0.000000
122, 0.000003, 0.000000
123, 0.000000, 0.000000
124, 0.000005, 0.000000
125, 0.000000, 0.000000
126, 0.000004, 0.000000
127, 0.000000, 0.000000
128, 0.000004, 0.000000
129, 0.000000, 0.000000
130, 0.000002, 0.000000
131, 0.000000, 0.000000
132, 0.000003, 0.000000
133, 0.000000, 0.000000
134, 0.000002, 0.000000
135, 0.000000, 0.000000
136, 0.000002, 0.000000
137, 0.000000, 0.000000
138, 0.000002, 0.000000
139, 0.000000, 0.000000
140, 0.000000, 0.000000
141, 0.000000, 0.000000
142, 0.000000, 0.000000
143, 0.000000, 0.000000
144, 0.000002, 0.000000
145, 0.000000, 0.000000
146, 0.000001, 0.000000
147, 0.000000, 0.000000
148, 0.000001, 0.000000
149, 0.000000, 0.000000
150, 0.000002, 0.000000
151, 0.000000, 0.000000
152, 0.000001, 0.000000
153, 0.000000, 0.000000
154, 0.000001, 0.000000
155, 0.000000, 0.000000
156, 0.000001, 0.000000
157, 0.000000, 0.000000
158, 0.000001, 0.000000
159, 0.000000, 0.000000
160, 0.000002, 0.000000
161, 0.000000, 0.000000
162, 0.000001, 0.000000
163, 0.000000, 0.000000
164, 0.000000, 0.000000
165, 0.000000, 0.000000
166, 0.000001, 0.000000
167, 0.000000, 0.000000
168, 0.000000, 0.000000
169, 0.000000, 0.000000
170, 0.000000, 0.000000
171, 0.000000, 0.000000
172, 0.000001, 0.000000
173, 0.000000, 0.000000
174, 0.000000, 0.000000
175, 0.000000, 0.000000
176, 0.000001, 0.000000
177, 0.000000, 0.000000
178, 0.000000, 0.000000
179, 0.000000, 0.000000
180, 0.000001, 0.000000
181, 0.000000, 0.000000
182, 0.000000, 0.000000
183, 0.000000, 0.000000
184, 0.000001, 0.000000
185, 0.000000, 0.000000
186, 0.000000, 0.000000
187, 0.000000, 0.000000
188, 0.000001, 0.000000
189, 0.000000, 0.000000
190, 0.000000, 0.000000
191, 0.000000, 0.000000
192, 0.000000, 0.000000
193, 0.000000, 0.000000
194, 0.000000, 0.000000
195, 0.000000, 0.000000
196, 0.000000, 0.000000
197, 0.000000, 0.000000
198, 0.000000, 0.000000
199, 0.000000, 0.000000
200, 0.000000, 0.000000
201, 0.000000, 0.000000
202, 0.000000, 0.000000
203, 0.000000, 0.000000
204, 0.000000, 0.000000
205, 0.000000, 0.000000
206, 0.000000, 0.000000
207, 0.000000, 0.000000
208, 0.000000, 0.000000
209, 0.000000, 0.000000
210, 0.000000, 0.000000
211, 0.000000, 0.000000
212, 0.000000, 0.000000
213, 0.000000, 0.000000
214, 0.000002, 0.000000
215, 0.000000, 0.000000
216, 0.000003, 0.000000
217, 0.000000, 0.000000
218, 0.000006, 0.000000
219, 0.000000, 0.000000
220, 0.000007, 0.000000
221, 0.000000, 0.000000
222, 0.000005, 0.000000
223, 0.000000, 0.000000
224, 0.000012, 0.000000
225, 0.000000, 0.000000
226, 0.000018, 0.000000
227, 0.000000, 0.000000
228, 0.000040, 0.000000
229, 0.000000, 0.000000
230, 0.000009, 0.000000
231, 0.000000, 0.000000
232, 0.000092, 0.000000
233, 0.000000, 0.000000
234, 0.000005, 0.000028
235, 0.000000, 0.000000
236, 0.000186, 0.000745
237, 0.000000, 0.000000
238, 0.000001, 0.003914
239, 0.000000, 0.000000
240, 0.000421, 0.008394
241, 0.000000, 0.000000
242, 0.000000, 0.009024
243, 0.000000, 0.000000
244, 0.000384, 0.010603
245, 0.000000, 0.000000
246, 0.000002, 0.031436
247, 0.000000, 0.000000
248, 0.000611, 0.062038
249, 0.000000, 0.000000
250, 0.000001, 0.112800
251, 0.000000, 0.000000
252, 0.000271, 0.153018
253, 0.000000, 0.000000
254, 0.000006, 0.164634
255, 0.000000, 0.000000
256, 0.000067, 0.168338
257, 0.000000, 0.000000
258, 0.000003, 0.134730
259, 0.000000, 0.000000
260, 0.000012, 0.060941
261, 0.000000, 0.000000
262, 0.000003, 0.027871
263, 0.000000, 0.000000
264, 0.000007, 0.008952
265, 0.000000, 0.000000
266, 0.000004, 0.002338
267, 0.000000, 0.000000
268, 0.000008, 0.001046
269, 0.000000, 0.000000
270, 0.000004, 0.000921
271, 0.000000, 0.000000
272, 0.000002, 0.000624
273, 0.000000, 0.000000
274, 0.000001, 0.000529
275, 0.000000, 0.000000
276, 0.000001, 0.000444
277, 0.000000, 0.000000
278, 0.000001, 0.000385
279, 0.000000, 0.000000
280, 0.000001, 0.000334
281, 0.000000, 0.000000
282, 0.000000, 0.000305
283, 0.000000, 0.000000
284, 0.000001, 0.000259
285, 0.000000, 0.000000
286, 0.000000, 0.000228
287, 0.000000, 0.000000
288, 0.000000, 0.000221
289, 0.000000, 0.000000
290, 0.000000, 0.000192
291, 0.000000, 0.000000
292, 0.000000, 0.000186
293, 0.000000, 0.000000
294, 0.000000, 0.000183
295, 0.000000, 0.000000
296, 0.000000, 0.000226
297, 0.000000, 0.000000
298, 0.000000, 0.000250
299, 0.000000, 0.000000
300, 0.000000, 0.000215
301, 0.000000, 0.000000
302, 0.000000, 0.000192
303, 0.000000, 0.000000
304, 0.000000, 0.000148
305, 0.000000, 0.000000
306, 0.000000, 0.000137
307, 0.000000, 0.000000
308, 0.000000, 0.000126
309, 0.000000, 0.000000
310, 0.000000, 0.000118
311, 0.000000, 0.000000
312, 0.000000, 0.000106
313, 0.000000, 0.000000
314, 0.000000, 0.000099
315, 0.000000, 0.000000
316, 0.000000, 0.000086
317, 0.000000, 0.000000
318, 0.000000, 0.000086
319, 0.000000, 0.000000
320, 0.000000, 0.000077
321, 0.000000, 0.000000
322, 0.000000, 0.000073
323, 0.000000, 0.000000
324, 0.000000, 0.000079
325, 0.000000, 0.000000
326, 0.000000, 0.000054
327, 0.000000, 0.000000
328, 0.000001, 0.000058
329, 0.000000, 0.000000
330, 0.000000, 0.000060
331, 0.000000, 0.000000
332, 0.000000, 0.000058
333, 0.000000, 0.000000
334, 0.000000, 0.000057
335, 0.000000, 0.000000
336, 0.000000, 0.000060
337, 0.000000, 0.000000
338, 0.000000, 0.000058
339, 0.000000, 0.000000
340, 0.000001, 0.000052
341, 0.000000, 0.000000
342, 0.000001, 0.000056
343, 0.000000, 0.000000
344, 0.000001, 0.000048
345, 0.000000, 0.000000
346, 0.000000, 0.000054
347, 0.000000, 0.000000
348, 0.000001, 0.000062
349, 0.000000, 0.000000
350, 0.000000, 0.000056
351, 0.000000, 0.000000
352, 0.000000, 0.000048
353, 0.000000, 0.000000
354, 0.000000, 0.000045
355, 0.000000, 0.000000
356, 0.000000, 0.000046
357, 0.000000, 0.000000
358, 0.000000, 0.000047
359, 0.000000, 0.000000
360, 0.000000, 0.000046
361, 0.000000, 0.000000
362, 0.000000, 0.000044
363, 0.000000, 0.000000
364, 0.000000, 0.000045
365, 0.000000, 0.000000
366, 0.000000, 0.000039
367, 0.000000, 0.000000
368, 0.000000, 0.000040
369, 0.000000, 0.000000
370, 0.000000, 0.000041
371, 0.000000, 0.000000
372, 0.000001, 0.000043
373, 0.000000, 0.000000
374, 0.000000, 0.000040
375, 0.000000, 0.000000
376, 0.000001, 0.000039
377, 0.000000, 0.000000
378, 0.000000, 0.000049
379, 0.000000, 0.000000
380, 0.000000, 0.000036
381, 0.000000, 0.000000
382, 0.000000, 0.000035
383, 0.000000, 0.000000
384, 0.000000, 0.000036
385, 0.000000, 0.000000
386, 0.000000, 0.000032
387, 0.000000, 0.000000
388, 0.000000, 0.000029
389, 0.000000, 0.000000
390, 0.000001, 0.000031
391, 0.000000, 0.000000
392, 0.000001, 0.000026
393, 0.000000, 0.000000
394, 0.000000, 0.000026
395, 0.000000, 0.000000
396, 0.000001, 0.000019
397, 0.000000, 0.000000
398, 0.000001, 0.000020
399, 0.000000, 0.000000
400, 0.000000, 0.000015
401, 0.000000, 0.000000
402, 0.000000, 0.000016
403, 0.000000, 0.000000
404, 0.000001, 0.000016
405, 0.000000, 0.000000
406, 0.000000, 0.000019
407, 0.000000, 0.000000
408, 0.000000, 0.000013
409, 0.000000, 0.000000
410, 0.000000, 0.000015
411, 0.000000, 0.000000
412, 0.000000, 0.000012
413, 0.000000, 0.000000
414, 0.000000, 0.000014
415, 0.000000, 0.000000
416, 0.000000, 0.000018
417, 0.000000, 0.000000
418, 0.000001, 0.000021
419, 0.000000, 0.000000
420, 0.000001, 0.000021
421, 0.000000, 0.000000
422, 0.000000, 0.000021
423, 0.000000, 0.000000
424, 0.000001, 0.000020
425, 0.000000, 0.000000
426, 0.000001, 0.000023
427, 0.000000, 0.000000
428, 0.000001, 0.000026
429, 0.000000, 0.000000
430, 0.000000, 0.000017
431, 0.000000, 0.000000
432, 0.000001, 0.000031
433, 0.000000, 0.000000
434, 0.000000, 0.000022
435, 0.000000, 0.000000
436, 0.000000, 0.000026
437, 0.000000, 0.000000
438, 0.000000, 0.000030
439, 0.000000, 0.000000
440, 0.000000, 0.000023
441, 0.000000, 0.000000
442, 0.000001, 0.000023
443, 0.000000, 0.000000
444, 0.000000, 0.000022
445, 0.000000, 0.000000
446, 0.000000, 0.000019
447, 0.000000, 0.000000
448, 0.000000, 0.000015
449, 0.000000, 0.000000
450, 0.000000, 0.000018
451, 0.000000, 0.000000
452, 0.000000, 0.000020
453, 0.000000, 0.000000
454, 0.000000, 0.000016
455, 0.000000, 0.000000
456, 0.000000, 0.000015
457, 0.000000, 0.000000
458, 0.000000, 0.000015
459, 0.000000, 0.000000
460, 0.000000, 0.000014
461, 0.000000, 0.000000
462, 0.000000, 0.000012
463, 0.000000, 0.000000
464, 0.000000, 0.000011
465, 0.000000, 0.000000
466, 0.000000, 0.000010
467, 0.000000, 0.000000
468, 0.000000, 0.000014
469, 0.000000, 0.000000
470, 0.000000, 0.000014
471, 0.000000, 0.000000
472, 0.000000, 0.000013
473, 0.000000, 0.000000
474, 0.000001, 0.000014
475, 0.000000, 0.000000
476, 0.000000, 0.000013
477, 0.000000, 0.000000
478, 0.000000, 0.000013
479, 0.000000, 0.000000
480, 0.000000, 0.000013
481, 0.000000, 0.000000
482, 0.000000, 0.000011
483, 0.000000, 0.000000
484, 0.000000, 0.000012
485, 0.000000, 0.000000
486, 0.000000, 0.000013
487, 0.000000, 0.000000
488, 0.000000, 0.000013
489, 0.000000, 0.000000
490, 0.000000, 0.000014
491, 0.000000, 0.000000
492, 0.000000, 0.000015
493, 0.000000, 0.000000
494, 0.000000, 0.000017
495, 0.000000, 0.000000
496, 0.000000, 0.000017
497, 0.000000, 0.000000
498, 0.000000, 0.000017
499, 0.000000, 0.000000
500, 0.000000, 0.000020
501, 0.000000, 0.000000
502, 0.000000, 0.000024
503, 0.000000, 0.000000
504, 0.000000, 0.000025
505, 0.000000, 0.000000
506, 0.000000, 0.000024
507, 0.000000, 0.000000
508, 0.000000, 0.000023
509, 0.000000, 0.000000
510, 0.000000, 0.000017
511, 0.000000, 0.000000
512, 0.000000, 0.000018
513, 0.000000, 0.000000
514, 0.000000, 0.000016
515, 0.000000, 0.000000
516, 0.000000, 0.000013
517, 0.000000, 0.000000
518, 0.000000, 0.000013
519, 0.000000, 0.000000
520, 0.000000, 0.000009
521, 0.000000, 0.000000
522, 0.000000, 0.000008
523, 0.000000, 0.000000
524, 0.000000, 0.000011
525, 0.000000, 0.000000
526, 0.000000, 0.000008
527, 0.000000, 0.000000
528, 0.000000, 0.000009
529, 0.000000, 0.000000
530, 0.000000, 0.000010
531, 0.000000, 0.000000
532, 0.000000, 0.000007
533, 0.000000, 0.000000
534, 0.000000, 0.000009
535, 0.000000, 0.000000
536, 0.000000, 0.000010
537, 0.000000, 0.000000
538, 0.000000, 0.000010
539, 0.000000, 0.000000
540, 0.000000, 0.000012
541, 0.000000, 0.000000
542, 0.000000, 0.000007
543, 0.000000, 0.000000
544, 0.000000, 0.000007
545, 0.000000, 0.000000
546, 0.000000, 0.000010
547, 0.000000, 0.000000
548, 0.000000, 0.000012
549, 0.000000, 0.000000
550, 0.000000, 0.000011
551, 0.000000, 0.000000
552, 0.000000, 0.000011
553, 0.000000, 0.000000
554, 0.000000, 0.000010
555, 0.000000, 0.000000
556, 0.000000, 0.000008
557, 0.000000, 0.000000
558, 0.000000, 0.000014
559, 0.000000, 0.000000
560, 0.000000, 0.000014
561, 0.000000, 0.000000
562, 0.000000, 0.000013
563, 0.000000, 0.000000
564, 0.000000, 0.000016
565, 0.000000, 0.000000
566, 0.000000, 0.000015
567, 0.000000, 0.000000
568, 0.000000, 0.000014
569, 0.000000, 0.000000
570, 0.000000, 0.000008
571, 0.000000, 0.000000
572, 0.000000, 0.000008
573, 0.000000, 0.000000
574, 0.000000, 0.000007
575, 0.000000, 0.000000
576, 0.000000, 0.000008
577, 0.000000, 0.000000
578, 0.000000, 0.000007
579, 0.000000, 0.000000
580, 0.000000, 0.000005
581, 0.000000, 0.000000
582, 0.000000, 0.000003
583, 0.000000, 0.000000
584, 0.000000, 0.000005
585, 0.000000, 0.000000
586, 0.000000, 0.000003
587, 0.000000, 0.000000
588, 0.000000, 0.000005
589, 0.000000, 0.000000
590, 0.000000, 0.000005
591, 0.000000, 0.000000
592, 0.000000, 0.000004
593, 0.000000, 0.000000
594, 0.000000, 0.000005
595, 0.000000, 0.000000
596, 0.000000, 0.000005
597, 0.000000, 0.000000
598, 0.000000, 0.000005
599, 0.000000, 0.000000
600, 0.000000, 0.000004
601, 0.000000, 0.000000
602, 0.000000, 0.000004
603, 0.000000, 0.000000
604, 0.000000, 0.000004
605, 0.000000, 0.000000
606, 0.000000, 0.000004
607, 0.000000, 0.000000
608, 0.000000, 0.000004
609, 0.000000, 0.000000
610, 0.000000, 0.000003
611, 0.000000, 0.000000
612, 0.000000, 0.000002
613, 0.000000, 0.000000
614, 0.000000, 0.000003
615, 0.000000, 0.000000
616, 0.000000, 0.000003
617, 0.000000, 0.000000
618, 0.000000, 0.000003
619, 0.000000, 0.000000
620, 0.000000, 0.000005
621, 0.000000, 0.000000
622, 0.000000, 0.000003
623, 0.000000, 0.000000
624, 0.000000, 0.000004
625, 0.000000, 0.000000
626, 0.000000, 0.000003
627, 0.000000, 0.000000
628, 0.000000, 0.000006
629, 0.000000, 0.000000
630, 0.000000, 0.000006
631, 0.000000, 0.000000
632, 0.000000, 0.000006
633, 0.000000, 0.000000
634, 0.000000, 0.000007
635, 0.000000, 0.000000
636, 0.000000, 0.000005
637, 0.000000, 0.000000
638, 0.000000, 0.000004
639, 0.000000, 0.000000
640, 0.000000, 0.000004
641, 0.000000, 0.000000
642, 0.000000, 0.000005
643, 0.000000, 0.000000
644, 0.000000, 0.000003
645, 0.000000, 0.000000
646, 0.000000, 0.000003
647, 0.000000, 0.000000
648, 0.000000, 0.000004
649, 0.000000, 0.000000
650, 0.000000, 0.000003
651, 0.000000, 0.000000
652, 0.000000, 0.000002
653, 0.000000, 0.000000
654, 0.000000, 0.000003
655, 0.000000, 0.000000
656, 0.000000, 0.000002
657, 0.000000, 0.000000
658, 0.000000, 0.000004
659, 0.000000, 0.000000
660, 0.000000, 0.000004
661, 0.000000, 0.000000
662, 0.000000, 0.000003
663, 0.000000, 0.000000
664, 0.000000, 0.000004
665, 0.000000, 0.000000
666, 0.000000, 0.000003
667, 0.000000, 0.000000
668, 0.000000, 0.000003
669, 0.000000, 0.000000
670, 0.000000, 0.000004
671, 0.000000, 0.000000
672, 0.000000, 0.000003
673, 0.000000, 0.000000
674, 0.000000, 0.000003
675, 0.000000, 0.000000
676, 0.000000, 0.000001
677, 0.000000, 0.000000
678, 0.000000, 0.000003
679, 0.000000, 0.000000
680, 0.000000, 0.000003
681, 0.000000, 0.000000
682, 0.000000, 0.000002
683, 0.000000, 0.000000
684, 0.000000, 0.000003
685, 0.000000, 0.000000
686, 0.000000, 0.000003
687, 0.000000, 0.000000
688, 0.000000, 0.000002
689, 0.000000, 0.000000
690, 0.000000, 0.000004
691, 0.000000, 0.000000
692, 0.000000, 0.000003
693, 0.000000, 0.000000
694, 0.000000, 0.000001
695, 0.000000, 0.000000
696, 0.000000, 0.000003
697, 0.000000, 0.000000
698, 0.000000, 0.000001
699, 0.000012, 0.029119